Form;form_id;form_type;record_urn;record_designation;record_mandatory;record_repeatable;dataelement_urn;dataelement_designation;dataelement_definition;dataelement_mandatory;dataelement_repeatable;data_type;data_format;unit;source_id;slots
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:266:1;Sodium;Sodium;false;false;FLOAT;0<=x<=200;mmol/l;X_231_0_266;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:267:1;Potassium;Potassium;false;false;FLOAT;0<=x;mmol/l;X_231_0_267;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:268:1;Glucose;Glucose;false;false;FLOAT;0<=x;mg/dl;X_231_0_268;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:269:1;Total cholesterol;Total cholesterol;false;false;FLOAT;0<=x;mg/dl;X_231_0_269;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:270:1;HDL-Cholesterol;HDL-Cholesterol;false;false;FLOAT;0<=x;mg/dl;X_231_0_270;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:271:1;LDL-Cholesterol;LDL-Cholesterol;false;false;FLOAT;0<=x;mg/dl;X_231_0_271;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:272:1;Triglycerides;Triglycerides;false;false;FLOAT;0<=x;mg/dl;X_231_0_272;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:273:1;C-reactive protein (CRP);C-reactive protein (CRP);false;false;FLOAT;0<=x;mg/dl;X_231_0_273;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:274:1;Has urine analysis been performed?;Has urine analysis been performed?;false;false;enumerated;enumerated;;X_231_0_274;SELECT_ONE_RADIO
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:275:1;Date of Collection;Date of Collection of urine;false;false;DATE;YYYY-MM-DD;;X_231_0_275;
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:276:1;Leukocytes reagent strip result;Leukocytes reagent strip result;false;false;enumerated;enumerated;;X_231_0_276;SELECT_ONE_RADIO
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:277:1;Urine Albumin;Urine Albumin;false;false;enumerated;enumerated;;X_231_0_277;SELECT_ONE_RADIO
Laboratory data 1;231:12;Longitudinal;;;;;urn:osse-11:dataelement:278:1;Leukocytes per field;Leukocytes per field;false;false;INTEGER;0<=x;;X_231_0_278;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:279:1;Has arterial blood sample been collected;Has arterial blood sample been collected;true;false;enumerated;enumerated;;X_232_0_279;SELECT_ONE_RADIO
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:280:1;Date of arterial blood sample  collection;Date of arterial blood sample  collection;false;false;DATE;DD.MM.YYYY;;X_232_0_280;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:281:1;PHa;PHa;false;false;FLOAT;0<=x<=14;;X_232_0_281;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:282:1;PaO2;PaO2;false;false;FLOAT;0<=x;mmHg;X_232_0_282;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:283:1;PaCO2;PaCO2;false;false;FLOAT;0<=x;mmHg;X_232_0_283;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:289:1;HCO3a;HCO3a;false;false;FLOAT;0<=x;mmol/l;X_232_0_289;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:356:1;BEa;BEa;false;false;FLOAT;x;;X_232_0_356;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:286:1;PHv;PHv;false;false;FLOAT;0<=x<=14;;X_232_0_286;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:287:1;PvO2;PvO2;false;false;FLOAT;0<=x;mmHg;X_232_0_287;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:288:1;PvCO2;PvCO2;false;false;FLOAT;0<=x;mmHg;X_232_0_288;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:358:1;HCO3v;HCO3v;false;false;FLOAT;0<=x;mmol/l;X_232_0_358;
Laboratory data 2;232:6;Longitudinal;;;;;urn:osse-11:dataelement:359:1;BEv;BEv;false;false;FLOAT;x;;X_232_0_359;
Treatment;233:10;Longitudinal;urn:osse-11:record:31:1;1. Alcoholic cirrhosis;false;false;urn:osse-11:dataelement:138:1;Alcoholic cirrhosis;Alcoholic cirrhosis;;;enumerated;enumerated;;X_233_31_138;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:31:1;1. Alcoholic cirrhosis;false;false;urn:osse-11:dataelement:139:1;Type of therapy;Type of therapy for alcoholic cirrhosis;;;enumerated;enumerated;;X_233_31_139;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:31:1;1. Alcoholic cirrhosis;false;false;urn:osse-11:dataelement:140:1;Treatment response;Treatment response for alcoholic cirrhosis;;;enumerated;enumerated;;X_233_31_140;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:141:1;Hepatitis C virus antiviral therapy;Hepatitis C virus antiviral therapy;;;enumerated;enumerated;;X_233_32_141;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:142:1;Virus therapy;Virus therapy for HCV;;;enumerated;enumerated;;X_233_32_142;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:143:1;Antiviral therapy terminated ;Antiviral therapy terminated for HCV;;;enumerated;enumerated;;X_233_32_143;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:144:1;Sustained virological response;Sustained virological response for HCV;;;enumerated;enumerated;;X_233_32_144;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:32:1;2. Hepatitis C virus antiviral therapy;false;false;urn:osse-11:dataelement:145:1;Early virological response;Early virological response for HCV;;;enumerated;enumerated;;X_233_32_145;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:353:1;Other virus therapy;Other virus therapy for HCV;false;false;enumerated;enumerated;;X_233_0_353;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:146:1;Hepatitis B virus antiviral therapy;Hepatitis B virus antiviral therapy;;;enumerated;enumerated;;X_233_33_146;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:147:1;Virus therapy;Virus therapy for HBV;;;enumerated;enumerated;;X_233_33_147;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:148:1;Complete response (<10 IU);Complete response (<10 IU) fór HBV;;;enumerated;enumerated;;X_233_33_148;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:33:1;3. Hepatitis B virus antiviral therapy;false;false;urn:osse-11:dataelement:149:1;Reactivation of hepatitis B virus;Reactivation of hepatitis B virus;;;enumerated;enumerated;;X_233_33_149;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:150:1;NAFLD/NASH;NAFLD/NASH therapy;;;enumerated;enumerated;;X_233_34_150;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:151:1;Associated features ;Associated features for NASH/NAFLD;;;enumerated;enumerated;;X_233_34_151;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:152:1;If obesity is selected-Type of therapy for obesity;If obesity is selected-Type of therapy for obesity;;;enumerated;enumerated;;X_233_34_152;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:34:1;4.NAFLD/NASH;false;false;urn:osse-11:dataelement:153:1;Specific therapy of associated complications;Specific therapy of associated complications for NASH/NAFLD;;;enumerated;enumerated;;X_233_34_153;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:154:1;Autoimmune hepatitis therapy;Autoimmune hepatitis therapy;;;enumerated;enumerated;;X_233_35_154;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:155:1;Immunosupresive therapies;Immunosupresive therapies for AIH;;;enumerated;enumerated;;X_233_35_155;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:156:1;Positive response;Positive response for AIH;;;enumerated;enumerated;;X_233_35_156;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:35:1;5. Autoimmune hepatitis treatment;false;false;urn:osse-11:dataelement:157:1;Type of response;Type of response for AIH;;;enumerated;enumerated;;X_233_35_157;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:158:1;6. Other type of cirrhosis;6. Other type of cirrhosis treatment;false;false;enumerated;enumerated;;X_233_0_158;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:159:1;7. Continuous treatment;7. Continuous treatment;false;false;enumerated;enumerated;;X_233_0_159;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:36:1;1. Diuretics;false;false;urn:osse-11:dataelement:160:1;Diuretics;Diuretics treatment;;;enumerated;enumerated;;X_233_36_160;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:36:1;1. Diuretics;false;false;urn:osse-11:dataelement:161:1;Type of diuretic;Type of diuretic;;;enumerated;enumerated;;X_233_36_161;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:360:1;Dose of the treatment (diuretics);Dose of the diuretics and unit <e.g. x-x-x-x mg>;false;false;STRING;;;X_233_0_360;
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:162:1;2. Therapeutic paracentesis;2. Therapeutic paracentesis;false;false;enumerated;enumerated;;X_233_0_162;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:55:1;3. Beta-blockers;false;false;urn:osse-11:dataelement:163:1;Beta-blockers;Beta-blockers;;;enumerated;enumerated;;X_233_55_163;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:55:1;3. Beta-blockers;false;false;urn:osse-11:dataelement:164:1;Indication ;Indication for beta-blockers;;;enumerated;enumerated;;X_233_55_164;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:55:1;3. Beta-blockers;false;false;urn:osse-11:dataelement:291:1;Type of Beta-blockers;Type of Beta-blockers;;;enumerated;enumerated;;X_233_55_291;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:361:1;Dose of the treatment (beta blocker);Dose of the beta blocker and unit <e.g. x-x-x-x mg>;false;false;STRING;;;X_233_0_361;
Treatment;233:10;Longitudinal;urn:osse-11:record:38:1;4. Intravenous albumin;false;false;urn:osse-11:dataelement:165:1;Intravenous albumin;Intravenous albumin;;;enumerated;enumerated;;X_233_38_165;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:38:1;4. Intravenous albumin;false;false;urn:osse-11:dataelement:166:1;Indication;Indication for intravenous albumin;;;enumerated;enumerated;;X_233_38_166;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:362:1;Dose of the treatment (albumin);Dose of the albumin and unit <e.g. x-x-x-x mg>;false;false;STRING;;;X_233_0_362;
Treatment;233:10;Longitudinal;urn:osse-11:record:39:1;5. Vasopressors;false;false;urn:osse-11:dataelement:167:1;Vasopressors;Vasopressors;;;enumerated;enumerated;;X_233_39_167;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:39:1;5. Vasopressors;false;false;urn:osse-11:dataelement:168:1;Indication;Indication for vasopressors;;;enumerated;enumerated;;X_233_39_168;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:293:1;#1: Complete Vasopressor table (General forms);#1: Complete Vasopressor table (General forms);false;true;STRING;;;X_233_0_293;
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:169:1;6. Renal replacement treatment;6. Renal replacement treatment;false;false;enumerated;enumerated;;X_233_0_169;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:294:1;#1: Complete Renal Replacement Therapy table (General forms);#1: Complete Renal Replacement Therapy table (General forms);false;true;STRING;;;X_233_0_294;
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:170:1;7. Artificial liver support;7. Artificial liver support;false;false;enumerated;enumerated;;X_233_0_170;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:171:1;8. Omeprazol or other PPI;8. Omeprazol or other PPI;false;false;enumerated;enumerated;;X_233_0_171;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:363:1;Dose of the treatment (PPI);Dose of the PPI and unit <e.g. x-x-x-x mg>;false;false;STRING;;;X_233_0_363;
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:172:1;9. Endoscopic therapy of bleeding;9. Endoscopic therapy of bleeding;false;false;enumerated;enumerated;;X_233_0_172;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:173:1;10. Lactulose;10. Lactulose;false;false;enumerated;enumerated;;X_233_0_173;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:174:1;11. Rifaximin for HE;11. Rifaximin for HE;false;false;enumerated;enumerated;;X_233_0_174;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:364:1;Dose of the treatment (Rifaximin);Dose of the Rifaximin and unit <e.g. x-x-x-x mg>;false;false;STRING;;;X_233_0_364;
Treatment;233:10;Longitudinal;urn:osse-11:record:40:1;12. TIPS;false;false;urn:osse-11:dataelement:175:1;TIPS;TIPS;;;enumerated;enumerated;;X_233_40_175;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:40:1;12. TIPS;false;false;urn:osse-11:dataelement:176:1;Indication;Indication for TIPS;;;enumerated;enumerated;;X_233_40_176;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;urn:osse-11:record:40:1;12. TIPS;false;false;urn:osse-11:dataelement:177:1;Other specification for TIPS indication;Other specification for TIPS indication;;;STRING;;;X_233_40_177;
Treatment;233:10;Longitudinal;urn:osse-11:record:41:1;13. Antibiotic prophylaxis;false;false;urn:osse-11:dataelement:178:1;Antibiotic prophylaxis;Antibiotic prophylaxis;;;enumerated;enumerated;;X_233_41_178;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:41:1;13. Antibiotic prophylaxis;false;false;urn:osse-11:dataelement:179:1;Indication;Indication for antibiotic prophylaxis;;;enumerated;enumerated;;X_233_41_179;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:180:1;14. Antibiotic for infection (nonprophylactic);14. Antibiotic for infection (nonprophylactic);false;false;enumerated;enumerated;;X_233_0_180;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:295:1;#1: Complete Antibiotic table (General forms);#1: Complete Antibiotic table (General forms);false;true;STRING;;;X_233_0_295;
Treatment;233:10;Longitudinal;urn:osse-11:record:42:1;15. Corticosteroids;false;false;urn:osse-11:dataelement:181:1;Corticosteroids;Corticosteroids;;;enumerated;enumerated;;X_233_42_181;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:42:1;15. Corticosteroids;false;false;urn:osse-11:dataelement:182:1;Indication (other than autoimmune cirrhosis);Indication for Corticosteroids (other than autoimmune cirrhosis);;;STRING;;;X_233_42_182;
Treatment;233:10;Longitudinal;urn:osse-11:record:43:1;16. Treatments for HCC;false;false;urn:osse-11:dataelement:183:1;Treatments for HCC;Treatments for HCC;;;enumerated;enumerated;;X_233_43_183;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:43:1;16. Treatments for HCC;false;false;urn:osse-11:dataelement:184:1;Type of treatments;Type of treatments for HCC;;;enumerated;enumerated;;X_233_43_184;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:185:1;17. Insulin;17. Insulin;false;false;enumerated;enumerated;;X_233_0_185;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:44:1;18. Oral antidiabetics;false;false;urn:osse-11:dataelement:186:1;Oral antidiabetics;Oral antidiabetics;;;enumerated;enumerated;;X_233_44_186;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:44:1;18. Oral antidiabetics;false;false;urn:osse-11:dataelement:187:1;Metformin;Metformin for oral antidiabetics;;;enumerated;enumerated;;X_233_44_187;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:188:1;19. Statins;19. Statins;false;false;enumerated;enumerated;;X_233_0_188;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:45:1;20. Non-bariatric surgery;false;false;urn:osse-11:dataelement:189:1;Non-bariatric surgery;Non-bariatric surgery;;;enumerated;enumerated;;X_233_45_189;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;urn:osse-11:record:45:1;20. Non-bariatric surgery;false;false;urn:osse-11:dataelement:190:1;Type of surgery;Type of surgery;;;enumerated;enumerated;;X_233_45_190;SELECT_MANY_CHECKBOX
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:191:1;ICU admission;ICU admission;true;false;enumerated;enumerated;;X_233_0_191;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:296:1;ICU admission date:;ICU admission date:;false;false;DATE;DD.MM.YYYY;;X_233_0_296;
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:193:1;Any drug with potential hepatotoxic effect;Any drug with potential hepatotoxic effect;false;false;enumerated;enumerated;;X_233_0_193;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:195:1;Drug with potential hepatotoxic effect;Drug with potential hepatotoxic effect;false;true;STRING;;;X_233_0_195;
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:194:1;Any drug with potential adverse effect;Any drug with potential adverse effect;false;false;enumerated;enumerated;;X_233_0_194;SELECT_ONE_RADIO
Treatment;233:10;Longitudinal;;;;;urn:osse-11:dataelement:196:1;Drug with potential adverse effect;Drug with potential adverse effect;false;true;STRING;;;X_233_0_196;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:297:1;ECG;ECG:;true;false;enumerated;enumerated;;X_234_0_297;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:298:1;ECG date:;ECG date:;false;false;DATE;DD.MM.YYYY;;X_234_0_298;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:299:1;ECG sent by email;ECG sent by email;false;false;enumerated;enumerated;;X_234_0_299;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:300:1;Echocardiography:;Echocardiography:;true;false;enumerated;enumerated;;X_234_0_300;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:301:1;Echocardiography date;Echocardiography date;false;false;DATE;DD.MM.YYYY;;X_234_0_301;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:302:1;HF (1/min):;HF (1/min):;false;false;STRING;;;X_234_0_302;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:303:1;Mitral insufficiency present;Mitral insufficiency present;false;false;enumerated;enumerated;;X_234_0_303;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:369:2;Severity (Mitral Insufficiency);Severity (Mitral Insufficiency);false;false;enumerated;enumerated;;X_234_0_369;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:305:1;Aortic insufficiency present:;Aortic insufficiency present:;false;false;enumerated;enumerated;;X_234_0_305;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:370:1;Severity (Aortic Insufficiency);Severity (Aortic Insufficiency);false;false;enumerated;enumerated;;X_234_0_370;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:306:1;Aortic stenosis present:;Aortic stenosis present:;false;false;enumerated;enumerated;;X_234_0_306;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:371:1;Severity (Aortic stenosis);Severity (Aortic stenosis);false;false;enumerated;enumerated;;X_234_0_371;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:307:1;Tricuspid insufficiency present:;Tricuspid insufficiency present:;false;false;enumerated;enumerated;;X_234_0_307;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:372:1;Severity (Tricuspid insufficiency);Severity (Tricuspid insufficiency);false;false;enumerated;enumerated;;X_234_0_372;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:308:1;EDV (mL):;EDV (mL):;false;false;FLOAT;0<=x;;X_234_0_308;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:309:1;ESV (mL):;ESV (mL):;false;false;FLOAT;0<=x;;X_234_0_309;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:310:1;E:;E:;false;false;FLOAT;0<=x;;X_234_0_310;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:311:1;E’:;E’:;false;false;FLOAT;0<=x;;X_234_0_311;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:312:1;EF (%):;EF (%):;false;false;FLOAT;0<=x<=100;%;X_234_0_312;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:313:1;A:;A:;false;false;FLOAT;0<=x;;X_234_0_313;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:314:1;A’:;A’:;false;false;FLOAT;0<=x;;X_234_0_314;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:315:1;E/A:;E/A:;false;false;FLOAT;0<=x;;X_234_0_315;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:316:1;E/E’:;E/E’:;false;false;FLOAT;0<=x;;X_234_0_316;
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:317:1;Diastolic dysfunction present:;Diastolic dysfunction present:;false;false;enumerated;enumerated;;X_234_0_317;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:373:1;Severity (Diastolic dysfunction);Severity (Diastolic dysfunction);false;false;enumerated;enumerated;;X_234_0_373;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:318:1;Overall assessment:;Overall assessment:;false;false;enumerated;enumerated;;X_234_0_318;SELECT_ONE_RADIO
Electrocardiogram and Echocardiography;234:4;Longitudinal;;;;;urn:osse-11:dataelement:319:1;If abnormal,  ▪ Abnormality specifications:;If abnormal,  ▪ Abnormality specifications:;false;false;STRING;;;X_234_0_319;
Scores;235:7;Longitudinal;urn:osse-11:record:56:1;● MELD score;false;false;urn:osse-11:dataelement:256:1;INR;INR;;;FLOAT;0<=x<=100;;X_235_56_256;
Scores;235:7;Longitudinal;urn:osse-11:record:56:1;● MELD score;false;false;urn:osse-11:dataelement:264:1;Total Bilirubin;Total Bilirubin;;;FLOAT;0<=x;mg/dl;X_235_56_264;
Scores;235:7;Longitudinal;urn:osse-11:record:56:1;● MELD score;false;false;urn:osse-11:dataelement:265:1;Creatinine;Creatinine;;;FLOAT;0<=x;mg/dl;X_235_56_265;
Scores;235:7;Longitudinal;urn:osse-11:record:56:1;● MELD score;false;false;urn:osse-11:dataelement:266:1;Sodium;Sodium;;;FLOAT;0<=x<=200;mmol/l;X_235_56_266;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:320:1;MELD score;MELD = 9.57 ln(Creatinine) + 3.78 ln(Bilirubin) + 11.2 ln(INR) + 6.43;false;false;FLOAT;0<=x<=100;;X_235_0_320;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:321:1;MELDNa score;MELDNa = MELD − Na(mmol/L) − [0.025 × MELD × (140 − Na(mmol/L))] + 140 );false;false;FLOAT;0<=x<=100;;X_235_0_321;
Scores;235:7;Longitudinal;urn:osse-11:record:69:1;● Child-Pugh score;false;false;urn:osse-11:dataelement:117:1; Maximum grade of ascites; Maximum grade of ascites;;;enumerated;enumerated;;X_235_69_117;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:69:1;● Child-Pugh score;false;false;urn:osse-11:dataelement:323:1;Grade of Encephalopathy;(West Haven criteria);;;enumerated;enumerated;;X_235_69_323;SELECT_ONE_RADIO
Scores;235:7;Longitudinal;urn:osse-11:record:69:1;● Child-Pugh score;false;false;urn:osse-11:dataelement:264:1;Total Bilirubin;Total Bilirubin;;;FLOAT;0<=x;mg/dl;X_235_69_264;
Scores;235:7;Longitudinal;urn:osse-11:record:69:1;● Child-Pugh score;false;false;urn:osse-11:dataelement:347:1;Albumin;Albumin;;;FLOAT;0<=x<=100;g/dl;X_235_69_347;
Scores;235:7;Longitudinal;urn:osse-11:record:69:1;● Child-Pugh score;false;false;urn:osse-11:dataelement:254:1;Prothrombin time;Prothrombin time;;;INTEGER;0<=x<=100;s;X_235_69_254;
Scores;235:7;Longitudinal;urn:osse-11:record:69:1;● Child-Pugh score;false;false;urn:osse-11:dataelement:256:1;INR;INR;;;FLOAT;0<=x<=100;;X_235_69_256;
Scores;235:7;Longitudinal;;;;;urn:osse-11:dataelement:322:1;Child-Pugh score;Child-Pugh score;false;false;INTEGER;0<=x<=20;;X_235_0_322;
